1,Taxi,NA,5145.0
1,Trans,NA,5213.0
1,Trans,NA,5321.0
1,Trans,NA,5299.0
1,Trans,NA,5488.0
1,Trans,NA,5487.0
1,Trans,NA,5676.0
1,Trans,NA,5850.0
1,Trans,NA,5929.0
1,Trans,NA,6073.0
1,Trans,NA,6074.0
1,Trans,NA,6149.0
1,Trans,NA,6294.0
1,Trans,NA,6295.0
1,Trans,NA,6211.0
1,Trans,NA,6025.0
1,Trans,NA,5905.0
1,Trans,NA,5906.0
1,Trans,NA,5674.0
1,Trans,NA,5445.0
1,Trans,NA,5444.0
1,Trans,NA,5083.0
1,Trans,NA,4952.0
1,Trans,NA,4953.0
1,Trans,NA,4873.0
1,Trans,NA,4770.0
1,Trans,NA,4818.0
1,Start,4.0,4818.0
1,Trans,NA,4770.0
1,Trans,NA,4873.0
1,Trans,NA,4953.0
1,Trans,NA,4952.0
1,Trans,NA,5083.0
1,Trans,NA,5318.0
1,Trans,NA,5317.0
1,Trans,NA,5330.0
1,Trans,NA,5542.0
1,Trans,NA,5414.0
1,Trans,NA,5412.0
1,Trans,NA,5345.0
1,Trans,NA,5174.0
1,Trans,NA,5275.0
1,Trans,NA,5491.0
1,Trans,NA,5876.0
1,Trans,NA,6061.0
1,Trans,NA,6548.0
1,Trans,NA,7164.0
1,Trans,NA,7165.0
1,Trans,NA,7469.0
1,Trans,NA,7746.0
1,Trans,NA,7980.0
1,Trans,NA,8139.0
1,Trans,NA,8377.0
1,Trans,NA,8594.0
1,Trans,NA,8732.0
1,Trans,NA,8862.0
1,Trans,NA,9141.0
1,Trans,NA,9142.0
1,Trans,NA,9322.0
1,Trans,NA,9494.0
1,Trans,NA,9575.0
1,Trans,NA,9606.0
1,Trans,NA,9607.0
1,Trans,NA,9699.0
1,Trans,NA,10090.0
1,Trans,NA,10166.0
1,Trans,NA,10246.0
1,Trans,NA,10245.0
1,Trans,NA,10296.0
1,Trans,NA,10324.0
1,Trans,NA,10523.0
1,Trans,NA,10486.0
1,Trans,NA,10487.0
1,Trans,NA,10409.0
1,Trans,NA,10410.0
1,Trans,NA,10411.0
1,Trans,NA,10447.0
1,Trans,NA,10520.0
1,End,NA,10521.0
1,Taxi,NA,10521.0
1,Trans,NA,10520.0
1,Trans,NA,10447.0
1,Trans,NA,10411.0
1,Trans,NA,10410.0
1,Trans,NA,10409.0
1,Trans,NA,10487.0
1,Trans,NA,10486.0
1,Trans,NA,10523.0
1,Trans,NA,10324.0
1,Trans,NA,10296.0
1,Trans,NA,10245.0
1,Trans,NA,10246.0
1,Trans,NA,10166.0
1,Trans,NA,10090.0
1,Trans,NA,9699.0
1,Trans,NA,9607.0
1,Trans,NA,9606.0
1,Trans,NA,9575.0
1,Trans,NA,9494.0
1,Trans,NA,9322.0
1,Trans,NA,9142.0
1,Trans,NA,9141.0
1,Trans,NA,8788.0
1,Trans,NA,8789.0
1,Trans,NA,8701.0
1,Trans,NA,8564.0
1,Trans,NA,8565.0
1,Trans,NA,8416.0
1,Trans,NA,7926.0
1,Trans,NA,7714.0
1,Trans,NA,7717.0
1,Start,25.0,7711.0
1,Trans,NA,7701.0
1,Trans,NA,7578.0
1,Trans,NA,7345.0
1,Trans,NA,7344.0
1,Trans,NA,7238.0
1,Trans,NA,7181.0
1,Trans,NA,7180.0
1,Trans,NA,7072.0
1,Trans,NA,6657.0
1,Trans,NA,6659.0
1,Trans,NA,6461.0
1,Trans,NA,6186.0
1,Trans,NA,6187.0
1,Trans,NA,6115.0
1,Trans,NA,6060.0
1,Trans,NA,5705.0
1,Trans,NA,5415.0
1,Trans,NA,5412.0
1,Trans,NA,5345.0
1,Trans,NA,5174.0
1,Trans,NA,4885.0
1,Trans,NA,4547.0
1,Trans,NA,4113.0
1,Trans,NA,4000.0
1,Trans,NA,3939.0
1,Trans,NA,3905.0
1,Trans,NA,3860.0
1,Trans,NA,3796.0
1,Trans,NA,3706.0
1,Trans,NA,3613.0
1,Trans,NA,3458.0
1,Trans,NA,3382.0
1,Trans,NA,3250.0
1,Trans,NA,3249.0
1,Trans,NA,3124.0
1,Trans,NA,2961.0
1,Trans,NA,2803.0
1,Trans,NA,2802.0
1,Trans,NA,2635.0
1,Trans,NA,2478.0
1,Trans,NA,2429.0
1,Trans,NA,2275.0
1,Trans,NA,2364.0
1,Trans,NA,2373.0
1,Trans,NA,2374.0
1,Trans,NA,2386.0
1,Trans,NA,2401.0
1,Trans,NA,2414.0
1,Trans,NA,2413.0
1,Trans,NA,2432.0
1,Trans,NA,2447.0
1,Trans,NA,2471.0
1,Trans,NA,2514.0
1,Trans,NA,2546.0
1,Trans,NA,2547.0
1,Trans,NA,2577.0
1,Trans,NA,2705.0
1,Trans,NA,2806.0
1,Trans,NA,2835.0
1,Trans,NA,3002.0
1,Trans,NA,3001.0
1,Trans,NA,2887.0
1,Trans,NA,2576.0
1,Trans,NA,2523.0
1,Trans,NA,2484.0
1,Trans,NA,2455.0
1,Trans,NA,2489.0
1,Trans,NA,2649.0
1,Trans,NA,2760.0
1,Trans,NA,2898.0
1,Trans,NA,2899.0
1,Trans,NA,2983.0
1,Trans,NA,3157.0
1,Trans,NA,3139.0
1,Trans,NA,3131.0
1,Trans,NA,3132.0
1,Trans,NA,3104.0
1,Trans,NA,3084.0
1,Trans,NA,3074.0
1,Trans,NA,3056.0
1,Trans,NA,3043.0
1,Trans,NA,3000.0
1,Trans,NA,2965.0
1,Trans,NA,2881.0
1,Trans,NA,2854.0
1,Trans,NA,2878.0
1,Trans,NA,2908.0
1,Trans,NA,2940.0
1,End,NA,2968.0
2,Taxi,NA,1325.0
2,Trans,NA,1407.0
2,Trans,NA,1333.0
2,Trans,NA,1332.0
2,Trans,NA,1307.0
2,Trans,NA,1370.0
2,Trans,NA,1456.0
2,Trans,NA,1619.0
2,Trans,NA,1620.0
2,Trans,NA,1765.0
2,Trans,NA,1918.0
