200
100
8339, 9201
6668, 15678
12586, 9431
5607, 4309
3475, 321
17647, 16125
14455, 6280
12876, 5896
6848, 10444
10945, 15708
12574, 3434
818, 13335
837, 14470
11089, 16967
11519, 10117
14716, 5551
4711, 1546
17344, 14491
3923, 13735
1524, 16715
1453, 11958
12861, 6103
4494, 10761
14471, 119
13098, 3959
14295, 6617
5400, 12430
4122, 1235
2458, 13208
7132, 12214
4647, 4327
10404, 11138
9991, 4292
14739, 6165
12245, 885
1017, 13848
7065, 12629
2668, 1939
15796, 3943
15776, 1938
10061, 7247
8386, 14184
11567, 5021
3378, 15654
10290, 9890
16514, 14245
1414, 14433
9619, 8851
10787, 8083
7972, 6040
6675, 4342
17571, 9123
11209, 10687
10884, 11959
4814, 6646
4878, 7155
6151, 10241
17627, 4943
9339, 12065
11080, 1115
9531, 3684
15661, 560
17082, 5458
4695, 2867
9838, 14809
12195, 6171
4255, 3853
10109, 1412
4710, 6995
4783, 17037
8830, 1008
10356, 17697
13139, 6306
657, 10459
2500, 1209
4032, 14195
2043, 9229
6802, 4691
301, 864
1558, 10275
7893, 2503
4384, 1531
11116, 8377
2338, 9708
10304, 7929
13535, 16823
9948, 3652
12982, 16825
15724, 3228
13154, 9860
15981, 17219
6691, 11098
11145, 2111
2614, 6158
570, 3041
3942, 7468
12292, 884
16394, 11224
2641, 954
6660, 4984
8924, 11753
5780, 14681
3053, 6129
15617, 347
7501, 8428
13916, 14313
11609, 9870
8360, 395
17778, 2723
16640, 3479
11349, 9019
1311, 16639
7513, 12497
1235, 1424
12593, 10140
2599, 14186
1866, 3833
2902, 9269
17673, 4966
14994, 14172
8919, 10100
5980, 11439
14344, 15638
14067, 2964
3389, 2008
9860, 15338
569, 9311
4613, 17327
10335, 13625
1439, 10647
10944, 13331
11724, 15002
7553, 14059
14444, 271
9506, 2660
14730, 4890
11448, 11341
13258, 12470
15354, 5530
15838, 7919
10928, 5217
4871, 14563
4805, 14937
4589, 7526
10943, 9237
15038, 5852
836, 17170
9075, 2212
6263, 12439
6613, 7159
13461, 17340
3528, 9258
14655, 16054
8692, 12193
513, 402
16453, 12784
6581, 7891
4606, 9981
2932, 9243
7322, 8299
10953, 16485
8412, 14187
13763, 15532
4319, 14308
9965, 7750
13129, 5791
650, 6346
1586, 6941
4256, 3002
10062, 9557
38, 9990
4686, 10821
936, 3249
3102, 14562
1134, 11240
5777, 2849
4025, 5259
4348, 3476
8068, 14237
2508, 7437
6763, 8435
4541, 16525
10171, 15315
1657, 4018
11529, 10033
12923, 11178
13050, 17740
9261, 16562
2528, 3505
8476, 12005
8499, 13497
7119, 1370
9275, 10732
10436, 6264
14812, 15711
2598, 7291
3270, 3941
5222, 4390
1864, 15267
5144, 11636
9118
3465
5759
1049
3368
14407
11321
8147
8751
10675
5619
14926
4036
13265
8040
2814
4863
16466
12723
16209
15392
12901
9399
7038
5389
7048
5609
12785
13741
8142
1388
3278
8658
4593
10373
3306
12197
1672
17075
15163
3429
7956
10302
4306
11022
9598
7091
9533
7046
16933
9078
9789
15405
14529
1079
17044
6965
7853
8792
12364
13539
11332
12013
9555
15542
1341
17029
644
15032
8443
8611
11206
14199
2085
2229
1086
14735
4425
16520
13882
12181
7397
9675
12889
4125
11200
9291
9944
14495
16307
5315
49
13405
4579
13282
516
16329
13463
3007
9397
