1,Taxi,NA,6425,118.349116847,70.0
1,Trans,NA,6424,203.68672407,50.0
1,Trans,NA,6604,99.6975485795,50.0
1,Trans,NA,6793,102.546242658,50.0
1,Trans,NA,6851,195.080308284,70.0
1,Trans,NA,6834,37.0044985067,40.0
1,Trans,NA,6835,266.521460134,60.0
1,Trans,NA,6809,72.0937262792,60.0
1,Trans,NA,6771,535.226111189,65.0
1,Trans,NA,6770,81.5100918357,40.0
1,Trans,NA,6680,48.7096994253,60.0
1,Trans,NA,6483,57.9928334872,50.0
1,Trans,NA,6211,140.457559303,50.0
1,Trans,NA,6210,94.9183535751,60.0
1,Trans,NA,6161,95.607529088,50.0
1,Trans,NA,6332,83.8977684305,50.0
1,Trans,NA,6648,68.8888970159,40.0
1,Trans,NA,7264,86.3951924753,50.0
1,Trans,NA,7631,68.4789149272,50.0
1,Trans,NA,8143,266.765047187,63.3333333333333
1,Trans,NA,8390,41.7480235869,50.0
1,Trans,NA,9098,401.339972583,60.0
1,Trans,NA,9953,54.7917314253,50.0
1,Trans,NA,9954,138.703928113,50.0
1,Trans,NA,10396,141.348329944,50.0
1,Trans,NA,10755,109.000773668,50.0
1,Trans,NA,11139,78.8791265777,50.0
1,Trans,NA,11438,67.8769404054,50.0
1,Trans,NA,11801,137.077377777,50.0
1,Trans,NA,12106,142.705932861,50.0
1,Trans,NA,12270,309.654446017,50.0
1,Trans,NA,12421,201.084861632,50.0
1,Trans,NA,12727,93.4142581613,50.0
1,Trans,NA,12728,626.257593336,50.0
1,Trans,NA,12949,93.1764614047,60.0
1,Trans,NA,13191,129.860045497,40.0
1,Trans,NA,13285,78.6380873848,50.0
1,Trans,NA,13325,148.035543571,40.0
1,Trans,NA,13326,68.8523235787,50.0
1,Trans,NA,13450,268.16600744,50.0
1,Trans,NA,13932,173.097313669,50.0
1,Trans,NA,14026,284.872422272,60.0
1,Trans,NA,14136,54.8830670098,50.0
1,Trans,NA,14103,136.592349987,50.0
1,Trans,NA,14112,76.481893484,50.0
1,Trans,NA,14119,117.020136997,40.0
1,Trans,NA,14115,68.4347689209,40.0
1,Trans,NA,14116,119.34099729,50.0
1,Trans,NA,14117,110.222438148,40.0
1,Trans,NA,14150,250.679001498,60.0
1,Trans,NA,14138,87.1820765747,50.0
1,Trans,NA,14137,367.531683316,85.0
1,Trans,NA,14122,149.089175492,50.0
1,Start,13,14122,149.089175492,50.0
1,Trans,NA,14137,367.531683316,85.0
1,Trans,NA,14138,87.1820765747,50.0
1,Trans,NA,14150,250.679001498,60.0
1,Trans,NA,13977,256.363344509,50.0
1,Trans,NA,14011,83.1164748444,50.0
1,Trans,NA,14012,152.828887658,50.0
1,Trans,NA,14027,142.902286456,50.0
1,Trans,NA,13991,260.14162818,50.0
1,Trans,NA,13919,428.683063355,50.0
1,Trans,NA,13878,131.054734668,70.0
1,Trans,NA,13814,140.420727395,50.0
1,Trans,NA,13784,136.820321204,40.0
1,Trans,NA,13783,392.552227096,90.0
1,Trans,NA,13688,65.135325452,60.0
1,Trans,NA,13537,173.836438855,50.0
1,Trans,NA,13382,77.6029676885,60.0
1,Trans,NA,13167,72.4980392083,40.0
1,Trans,NA,12940,98.3249185455,50.0
1,Trans,NA,12664,142.857915996,50.0
1,Trans,NA,12665,171.711347286,50.0
1,Trans,NA,12479,40.6412466809,50.0
1,Trans,NA,12355,159.473533797,50.0
1,Trans,NA,12215,242.030279393,50.0
1,Trans,NA,12216,93.9953129885,40.0
1,Trans,NA,12207,81.9877499609,50.0
1,Trans,NA,12208,189.429417499,60.0
1,Trans,NA,12120,199.011000477,50.0
1,Trans,NA,12119,79.8271954206,50.0
1,Trans,NA,12025,97.8613333345,50.0
1,Trans,NA,11964,61.2475265294,50.0
1,Trans,NA,11810,187.172536313,50.0
1,Trans,NA,11443,66.2937267205,50.0
1,Trans,NA,11167,137.312161819,50.0
1,Trans,NA,11096,150.127574439,50.0
1,Trans,NA,10772,149.656662011,50.0
1,Trans,NA,10388,101.190936556,60.0
1,Trans,NA,10190,247.190972638,40.0
1,Trans,NA,10014,125.139534685,50.0
1,Trans,NA,9811,264.300986332,65.0
1,Trans,NA,9812,58.1977089696,50.0
1,Trans,NA,9508,115.130757237,50.0
1,Trans,NA,9121,203.182709558,50.0
1,Trans,NA,9272,67.3287389457,40.0
1,Trans,NA,9271,58.2395714987,50.0
1,Trans,NA,9180,46.8107367825,40.0
1,Trans,NA,9030,90.60258903,50.0
1,Trans,NA,9011,110.393505835,50.0
1,Trans,NA,8643,115.291018913,50.0
1,Trans,NA,8523,340.648389487,82.0
1,Trans,NA,8404,521.454047994,70.0
1,Trans,NA,8403,209.182147125,50.0
1,Trans,NA,8212,86.1564185913,50.0
1,Trans,NA,8185,46.0254353134,40.0
1,Trans,NA,8048,293.012136135,50.0
1,Trans,NA,7917,131.215054419,50.0
