150
100
2541, 14846
12626, 10621
8364, 3991
1882, 3350
13159, 16268
3713, 1190
6305, 15009
15571, 15429
10727, 560
15113, 7773
6267, 3113
5871, 11632
11273, 2431
8820, 8426
15670, 8273
6627, 4771
780, 9996
3670, 9272
17591, 7671
13246, 4692
775, 2161
17450, 17031
10679, 4889
5420, 4680
13525, 14493
1495, 17623
15112, 14146
15122, 17002
6984, 14132
1516, 1531
8311, 11204
1773, 2444
7886, 5250
3954, 12366
12799, 3389
17013, 3371
14277, 4911
956, 17494
16676, 328
7461, 3153
6327, 1530
3283, 10726
3099, 13843
4138, 12474
11806, 812
4014, 16330
11225, 4434
3222, 17478
8449, 1243
279, 2830
15240, 6767
16814, 1752
5274, 5221
13672, 17810
9400, 2341
15173, 5951
5881, 9523
7750, 15608
16500, 5858
10725, 14927
2023, 2326
10453, 15292
4582, 12108
1646, 989
5362, 10988
7607, 3668
434, 3874
12243, 6066
5148, 7633
14745, 2598
12035, 3401
9840, 17208
11543, 16823
13594, 8398
12176, 15450
15885, 10308
15558, 7673
9175, 9903
6734, 8291
5887, 13318
11450, 10823
10042, 4054
10860, 11752
7954, 16178
17240, 15945
708, 5864
17693, 14047
5295, 9529
5457, 12648
12448, 1339
2431, 16075
13151, 1665
12757, 2548
3458, 13690
16625, 10296
6308, 10691
8272, 14091
16634, 16539
585, 9208
6712, 9247
15199, 1588
12518, 13603
14834, 11804
16955, 11525
8137, 5348
9510, 17696
16119, 11095
6692, 8887
4968, 16505
10125, 4542
12186, 6049
3960, 3038
17480, 6463
5960, 5616
6477, 3812
17272, 15992
14016, 4479
8081, 10238
9285, 6944
3988, 16249
13118, 4835
10766, 14364
4105, 8346
2989, 8088
12481, 17189
3782, 16820
8458, 7572
3051, 5650
13112, 587
2596, 11407
12644, 2390
4087, 13791
7449, 15289
6467, 3774
978, 8174
8807, 6416
3592, 17603
17310, 16261
8326, 1082
11251, 9892
15781, 8325
10293, 13710
15687, 10403
5091, 2584
3299, 3472
16690, 6932
2405, 14458
17078, 8246
13171, 17469
1094, 11974
3927
4693
9724
12550
6737
17089
2834
11069
11705
10696
9004
15712
8601
15253
11104
2315
7010
659
12044
4734
488
11664
14179
2990
16707
4648
10364
8263
3394
15541
4270
7108
5436
2814
8916
5924
3263
6042
5731
17429
12988
15200
17396
7206
465
7027
7691
7752
6089
8222
6655
16262
15590
1974
3327
1649
9120
10750
3660
5781
3839
11297
5202
17658
8473
1465
11435
14766
8997
6382
16347
452
443
10794
15635
8443
7899
14020
11702
11311
14395
11348
13388
106
6290
1892
10500
10741
10331
11003
11249
15181
6328
6275
1130
4709
1836
6344
4061
3580
