Taxi,103.819847645385,1.31444581735757,103.819481226192,1.31386465503093,CHU LIN ROAD,152.292965206,40.0
Trans,103.819481226192,1.31386465503093,103.819082391313,1.31349566487907,HOLLAND ROAD,84.4047918776,66.6666666666667
Trans,103.819082391313,1.31349566487907,103.819499379384,1.31261592527012,ATTAP VALLEY ROAD,192.483970052,50.0
Trans,103.819499379384,1.31261592527012,103.81965113538,1.31208399374051,LORONG KILAT,42.8681334264,40.0
Trans,103.819110058636,1.31195609020918,103.81965113538,1.31208399374051,LIM TAI SEE WALK,79.9526962588,50.0
Trans,103.818595604872,1.31180683172493,103.819110058636,1.31195609020918,EAST COAST ROAD,36.6050491031,50.0
Trans,103.818595604872,1.31180683172493,103.817553362117,1.31115677788372,FERNHILL CRESCENT,80.5490955784,50.0
Trans,103.817553362117,1.31115677788372,103.81870178579,1.30795496298924,ROSYTH ROAD,52.7100789793,40.0
Trans,103.818830397444,1.30674940322339,103.81870178579,1.30795496298924,RICHARDS PLACE,76.1443759442,40.0
Trans,103.818830397444,1.30674940322339,103.820250893905,1.30637077885575,PASIR PANJANG ROAD,138.727382331,60.0
Trans,103.820250893905,1.30637077885575,103.82279615763,1.30501443806057,WINSTEDT DRIVE,147.900441676,50.0
Trans,103.82279615763,1.30501443806057,103.823454241967,1.30397984407112,BROADRICK CLOSE,79.2881210562,50.0
Trans,103.824352858422,1.30402296361301,103.823454241967,1.30397984407112,.,201.799377113,50.0
Trans,103.824352858422,1.30402296361301,103.825651097995,1.30468944250499,UPPER NERAM ROAD,78.9739452993,50.0
Trans,103.825651097995,1.30468944250499,103.826214377873,1.30345295497808,EAST COAST TERRACE,69.7837455937,50.0
Trans,103.829215450177,1.30460910022078,103.826214377873,1.30345295497808,SPRINGLEAF AVENUE,92.8536801816,50.0
Trans,103.829215450177,1.30460910022078,103.829906436342,1.30436933858486,SIMS AVENUE,100.500203761,60.0
Trans,103.829906436342,1.30436933858486,103.830740014286,1.30391793432275,BISHAN STREET 13,264.352631327,50.0
Trans,103.831722693401,1.30517955945905,103.830740014286,1.30391793432275,TEMBELING ROAD,73.4645116313,50.0
Trans,103.834385743359,1.30364770356052,103.831722693401,1.30517955945905,ADAM DRIVE,185.0867413,50.0
Trans,103.835834648544,1.30283267899721,103.834385743359,1.30364770356052,KALLANG PAYA LEBAR EXPRESSWAY,469.279723219,76.6666666666667
Trans,103.835834648544,1.30283267899721,103.836268092666,1.30374133557675,SEMBAWANG ROAD,182.653996735,63.3333333333333
Trans,103.836268092666,1.30374133557675,103.83646551002,1.30410763843631,PAYA LEBAR WALK,165.609318739,50.0
Trans,103.836888670314,1.30483729418442,103.83646551002,1.30410763843631,.,98.1977035452,50.0
Trans,103.836888670314,1.30483729418442,103.837665458624,1.30584543002055,CARMEN STREET,121.005133274,40.0
Trans,103.836852732833,1.30799691851959,103.837665458624,1.30584543002055,HOUGANG AVENUE 4,240.000630852,50.0
Trans,103.836289036184,1.30956821768586,103.836852732833,1.30799691851959,JALAN SUKACHITA,251.241690896,40.0
Trans,103.835558685793,1.31069143232466,103.836289036184,1.30956821768586,SERVICE ROAD,96.7291230576,50.0
Trans,103.835558685793,1.31069143232466,103.833555343024,1.30892430117532,CACTUS ROAD,84.2429141673,50.0
Trans,103.833555343024,1.30892430117532,103.832905193904,1.31190068556843,COLCHESTER GROVE,155.656692283,40.0
Trans,103.829678540656,1.31296290512311,103.832905193904,1.31190068556843,CLEMENTI CRESCENT,143.440815379,50.0
Trans,103.829678540656,1.31296290512311,103.827764821751,1.31352579790279,SERANGOON ROAD,125.707214444,60.0
Trans,103.827764821751,1.31352579790279,103.827265441397,1.31386468625884,SUNSET PLACE,109.79502056,50.0
Trans,103.827265441397,1.31386468625884,103.8266100953,1.31434269077386,KISMIS PLACE,94.4017511042,50.0
Trans,103.8266100953,1.31434269077386,103.826291687967,1.31479278803743,MARIAM CLOSE,93.8423384455,50.0
Trans,103.826291687967,1.31479278803743,103.826119873433,1.31542792703939,STEVENS ROAD,73.835534102,60.0
Trans,103.826119873433,1.31542792703939,103.825996618866,1.3161638535056,BRISTOL ROAD,54.8287052811,50.0
Trans,103.825825556414,1.31760818683668,103.825996618866,1.3161638535056,SERVICE ROAD,88.4786870103,50.0
Trans,103.825825556414,1.31760818683668,103.825682645155,1.31860192782148,YUK TONG AVENUE,89.1702009986,40.0
Trans,103.825682645155,1.31860192782148,103.825628590693,1.31897257577413,.,129.558131515,50.0
Trans,103.825628590693,1.31897257577413,103.825457738147,1.32045424959931,MEI HWAN DRIVE,63.4532745916,50.0
Trans,103.825457738147,1.32045424959931,103.82549624089,1.32100276815722,LORONG PAYA LEBAR,55.6838968461,50.0
Trans,103.82549624089,1.32100276815722,103.825972346719,1.32243269021079,WATTEN DRIVE,187.066305402,40.0
Trans,103.827267484501,1.32651064070624,103.825972346719,1.32243269021079,YISHUN STREET 61,66.0532063775,50.0
Trans,103.827267484501,1.32651064070624,103.834526450241,1.32637188008896,BUROH CRESCENT,669.95408926,50.0
Trans,103.834526450241,1.32637188008896,103.837249405044,1.32717743279987,LYNDHURST ROAD,104.738692925,50.0
Trans,103.837249405044,1.32717743279987,103.840445727059,1.32909045429047,ANDREWS TERRACE,37.3702571404,50.0
