200
100
6162, 5739
6654, 8399
375, 6694
3277, 4527
2969, 5085
7580, 1988
5789, 8285
8346, 6775
1546, 672
6317, 4974
947, 3539
582, 6626
441, 3273
4199, 43
2509, 5840
3554, 2834
6198, 7769
7930, 2810
2848, 2511
1148, 4033
608, 8097
8195, 5456
1484, 4864
2250, 7793
7062, 7057
755, 4533
4481, 7007
218, 6738
1458, 2424
2508, 1187
7629, 6573
8485, 1024
5606, 3809
2918, 4597
7698, 8427
6150, 7271
2865, 6262
3806, 4687
3934, 4171
2371, 1755
5256, 1166
4387, 216
4827, 6302
4846, 284
6736, 2710
3201, 392
120, 3341
2820, 8357
6022, 7701
8295, 8236
5785, 1411
4151, 1250
2448, 7160
781, 4487
2573, 1161
3992, 5364
7614, 7270
4349, 5125
7022, 3294
6263, 1447
644, 5783
8025, 5640
5030, 3055
2675, 999
6968, 7568
4972, 2185
5147, 512
5512, 8476
7553, 2435
5447, 1077
6919, 5120
2328, 860
3101, 2220
6768, 536
3145, 3678
3569, 1783
4210, 8169
590, 6509
4650, 943
3727, 4562
8111, 8483
2118, 7799
605, 7895
1028, 2693
8257, 2389
817, 244
535, 7948
6773, 1458
6568, 2554
4885, 8498
8190, 4516
6246, 184
5492, 2763
776, 5918
6279, 1766
959, 5172
308, 2420
3233, 6043
1600, 6204
5883, 5299
7233, 2018
7389, 712
5689, 4069
555, 1042
7763, 61
6801, 1960
6129, 7202
4740, 4047
6283, 5565
4192, 2161
1003, 3805
1680, 4847
740, 1578
6564, 7491
7074, 5875
2841, 3091
1387, 4216
4085, 1234
5790, 4370
1450, 4701
5515, 444
525, 4907
3929, 2130
7754, 7611
4389, 7272
2032, 4723
7544, 6735
4977, 7698
5976, 4693
8437, 2692
5720, 2158
7019, 3448
7970, 4160
4630, 6519
3503, 4930
367, 8032
7246, 1123
1069, 8260
7756, 6313
8114, 3829
3457, 1337
3013, 4782
5731, 1174
7874, 7993
7068, 4223
5279, 7437
2952, 2070
1801, 5177
6210, 39
1172, 3095
2172, 1387
5251, 1687
5611, 2720
2504, 7415
3943, 3841
7303, 5429
5894, 1986
1874, 6756
7329, 7140
2859, 5685
4248, 101
5851, 6811
5387, 6890
1151, 6063
496, 6808
5722, 7244
8322, 4125
122, 7639
6494, 4239
1562, 1264
803, 5495
6422, 6510
3577, 4448
7018, 6755
7551, 8035
8155, 8195
1878, 930
1260, 2022
6406, 4590
5567, 167
7283, 6126
960, 475
5479, 4350
8050, 8422
990, 4592
3764, 510
7910, 6854
7649, 2612
4116, 2129
8140, 6390
7592, 1612
3715, 641
2315, 6199
7713, 5345
5196, 585
186, 2126
7168, 1041
2403, 7583
5559, 5609
3559, 7724
8141
2983
2081
6375
4274
4452
4169
2912
3751
7853
191
4605
3613
8414
1299
7025
5378
771
1210
450
6652
157
681
7301
6846
7960
6358
494
5920
2670
5873
2855
2176
6287
2165
164
5368
7262
5836
5816
8375
2453
3919
5656
7065
3962
3178
2574
2471
4534
7899
3052
1375
3544
3991
8351
7677
3300
6239
4950
2377
5494
8027
5235
6790
99
6704
6223
6301
4018
4929
2302
7531
3850
7944
3801
3062
3895
3485
8495
5947
6322
6488
4399
8335
8233
5965
102
2971
492
3976
4979
3617
7775
1139
4905
5406
5791
3280
1220
