150
100
570, 5046
379, 6579
6761, 3606
2739, 5492
6088, 5058
8252, 5169
3376, 866
1289, 5629
320, 6751
4487, 2909
3614, 3120
7643, 8229
6242, 1134
5530, 6171
3793, 8511
5135, 3074
4413, 8223
7767, 6223
7075, 8126
4601, 4083
3961, 1234
7155, 1264
1277, 4522
7521, 4630
3245, 3942
5544, 1080
513, 3513
7344, 5562
5968, 5064
907, 4471
3815, 1520
851, 5578
3331, 4757
633, 5724
7194, 3192
3758, 5790
4687, 267
3481, 3745
1772, 1259
1333, 2602
722, 4483
3874, 4907
282, 3173
5793, 4262
3469, 7617
3644, 7926
6551, 1011
371, 1001
5014, 1861
4293, 3160
6042, 3881
249, 2492
3445, 2215
4081, 6420
5059, 2779
4271, 717
7163, 1339
4098, 327
3169, 922
6304, 3573
1870, 1777
2464, 4406
5279, 6114
4547, 3275
840, 379
4678, 6
8264, 3015
2570, 6563
4046, 2266
8415, 4439
1456, 7627
4310, 1269
3185, 2927
2485, 2167
750, 5908
1401, 8476
3116, 5201
4807, 2318
427, 2640
7760, 2648
833, 6796
6715, 5632
8160, 6438
6350, 956
704, 2231
3540, 3816
7708, 128
4256, 2291
6002, 2388
5619, 7966
1155, 2810
6884, 4269
7387, 2887
6095, 1241
649, 7995
3819, 8391
971, 4193
183, 2831
5692, 2404
4091, 1009
6837, 7489
33, 7792
7785, 4100
5362, 2384
5766, 4208
5181, 359
7628, 5949
8342, 925
7675, 7933
3505, 3709
7539, 3226
5493, 7669
1858, 4139
2051, 1245
3651, 7998
4755, 3836
706, 6997
3034, 1582
7853, 6219
5943, 4107
374, 4717
3691, 1558
2874, 3453
4623, 5751
716, 3179
3968, 2314
210, 2058
3083, 6480
2107, 3521
8120, 6788
4235, 7417
8321, 2562
7347, 355
4375, 1959
6537, 63
2170, 5519
6583, 3491
2373, 4468
2073, 1012
7860, 7521
1946, 4254
5926, 4251
2265, 6744
1230, 2234
5088, 6600
6797, 2589
3165, 4971
4821, 6091
3882, 2922
2478, 8499
7018
7823
3162
3594
2836
5411
4133
8084
4772
3999
6574
964
1438
5255
8457
7015
4003
1825
6608
7277
5822
497
693
2794
2845
4104
489
850
5792
6572
3959
4195
5828
2467
1533
1863
7547
4770
2654
1288
5369
7732
5060
1030
5515
7327
2482
376
5047
4718
4733
2491
5187
1119
504
5101
3948
6383
6857
1685
3336
5195
4912
7937
5502
3030
6665
7524
1219
6096
855
365
6836
3844
6913
2905
6412
3246
6500
6785
7495
7353
2311
8505
6877
1603
8461
3777
3543
5356
6842
3014
7201
8102
1144
669
6206
7172
4333
8183
