1,Taxi,NA,4900,312.749908501,50.0
1,Trans,NA,5009,214.839758934,40.0
1,Trans,NA,4990,42.6453745704,50.0
1,Trans,NA,5099,185.713848474,50.0
1,Trans,NA,5098,229.800299635,50.0
1,Trans,NA,5079,147.501573625,50.0
1,Trans,NA,4880,131.231141352,40.0
1,Trans,NA,5050,268.426723286,50.0
1,Trans,NA,5051,194.81405203,50.0
1,Trans,NA,5244,195.758615163,50.0
1,Trans,NA,5334,167.977452422,50.0
1,Trans,NA,5581,183.050336132,50.0
1,Trans,NA,5701,280.865931494,50.0
1,Trans,NA,6003,113.533289998,40.0
1,Trans,NA,6015,224.971183218,60.0
1,Trans,NA,6014,39.205680635,50.0
1,Trans,NA,6320,110.359303167,50.0
1,Trans,NA,6321,266.586862787,50.0
1,Trans,NA,6643,209.94852646,50.0
1,Trans,NA,6834,37.0044985067,40.0
1,Trans,NA,6835,266.521460134,60.0
1,Trans,NA,6809,72.0937262792,60.0
1,Trans,NA,6771,535.226111189,65.0
1,Trans,NA,6770,81.5100918357,40.0
1,Trans,NA,6680,48.7096994253,60.0
1,Trans,NA,6483,57.9928334872,50.0
1,Trans,NA,6211,140.457559303,50.0
1,Trans,NA,6210,94.9183535751,60.0
1,Trans,NA,6161,95.607529088,50.0
1,Trans,NA,6332,83.8977684305,50.0
1,Trans,NA,6648,68.8888970159,40.0
1,Trans,NA,7092,71.7286532744,50.0
1,Trans,NA,7418,28.9296838581,50.0
1,Trans,NA,7530,259.302461245,50.0
1,Trans,NA,7532,121.131908051,50.0
1,Trans,NA,7697,137.599190796,50.0
1,Trans,NA,7387,97.5839008964,50.0
1,Trans,NA,7355,89.8670349809,50.0
1,Trans,NA,7356,48.7918487567,40.0
1,Trans,NA,7572,106.193552014,50.0
1,Trans,NA,7573,114.906448564,50.0
1,Trans,NA,7864,111.068359327,60.0
1,Trans,NA,8179,84.0223483459,50.0
1,Trans,NA,8178,52.2644480722,50.0
1,Trans,NA,8345,241.985587066,50.0
1,Trans,NA,8604,100.695860074,50.0
1,Trans,NA,8732,148.544406146,50.0
1,Trans,NA,8731,61.9590149437,50.0
1,Trans,NA,8643,115.291018913,50.0
1,Trans,NA,8956,121.208450647,50.0
1,Trans,NA,9124,410.252118576,60.0
1,Trans,NA,9125,184.913503045,50.0
1,Trans,NA,9706,62.9264275188,40.0
1,Trans,NA,9870,69.7361775427,50.0
1,Trans,NA,9943,66.892623999,40.0
1,Trans,NA,10027,126.86543433,50.0
1,Trans,NA,10133,56.3456068214,50.0
1,Trans,NA,10131,40.4860222345,40.0
1,Trans,NA,10160,250.483665692,50.0
1,Trans,NA,10186,69.5188497002,50.0
1,Trans,NA,10194,81.7375631359,50.0
1,Trans,NA,10174,198.417677248,50.0
1,Trans,NA,10173,51.7613316781,60.0
1,Trans,NA,10137,252.078707006,40.0
1,Trans,NA,10056,112.622567767,50.0
1,Trans,NA,10057,245.088790203,40.0
1,Trans,NA,10064,320.587033156,85.0
1,Start,49,10064,320.587033156,85.0
1,Trans,NA,10057,245.088790203,40.0
1,Trans,NA,10056,112.622567767,50.0
1,Trans,NA,10137,252.078707006,40.0
1,Trans,NA,10173,51.7613316781,60.0
1,Trans,NA,10174,198.417677248,50.0
1,Trans,NA,10194,81.7375631359,50.0
1,Trans,NA,10186,69.5188497002,50.0
1,Trans,NA,10160,250.483665692,50.0
1,Trans,NA,10131,40.4860222345,40.0
1,Trans,NA,10132,126.70150564,50.0
1,Trans,NA,10319,73.1798842536,50.0
1,Trans,NA,10321,117.548707371,50.0
1,Trans,NA,10281,162.686396721,50.0
1,Trans,NA,10437,404.26792703,50.0
1,Trans,NA,10377,28.9564812979,50.0
1,Trans,NA,10336,84.479703906,40.0
1,Trans,NA,10293,96.3850911084,50.0
1,Trans,NA,10298,196.684337837,40.0
1,Trans,NA,10178,62.9876698933,40.0
1,Trans,NA,10179,114.596447228,50.0
1,Trans,NA,9947,237.569283595,50.0
1,Trans,NA,9754,90.2280100755,50.0
1,Trans,NA,9755,135.668547233,50.0
1,Trans,NA,9657,65.3767752465,40.0
1,Trans,NA,9582,144.818144057,60.0
1,Trans,NA,9661,96.5332429611,50.0
1,Trans,NA,9668,187.508367754,60.0
1,Trans,NA,9700,350.113118771,50.0
1,Trans,NA,9199,149.89532329,50.0
1,Trans,NA,9198,71.9213084943,50.0
1,Trans,NA,9005,386.2263951,63.3333333333333
1,Trans,NA,8691,131.780674499,40.0
1,Trans,NA,8375,75.5299737939,40.0
1,Trans,NA,7421,211.999463192,50.0
1,Trans,NA,7420,37.3702571404,50.0
1,Trans,NA,7057,104.738692925,50.0
1,Trans,NA,6747,669.95408926,50.0
1,Trans,NA,6068,69.7409267272,40.0
1,Trans,NA,5822,233.427107073,50.0
1,Trans,NA,5608,71.5787203376,50.0
1,Trans,NA,5498,295.940674925,50.0
1,Trans,NA,5457,123.412684768,50.0
1,Trans,NA,5266,66.9152989869,50.0
1,Trans,NA,4983,40.0939973575,50.0
1,Trans,NA,4768,182.350773726,50.0
1,Trans,NA,4588,209.4342184,50.0
1,Trans,NA,4455,71.4335790153,50.0
1,Trans,NA,4363,473.55358299,50.0
1,Trans,NA,3898,64.8678996336,40.0
1,Trans,NA,3717,78.4536206597,50.0
1,Trans,NA,3267,236.681133543,60.0
1,Trans,NA,3197,41.551703645,40.0
1,Trans,NA,3147,409.883473829,65.0
1,Trans,NA,3109,87.7896613261,50.0
1,Trans,NA,3152,129.099563906,50.0
1,Trans,NA,3122,102.313442536,60.0
1,Trans,NA,3120,95.9733353895,50.0
1,Trans,NA,3112,70.4175419497,50.0
1,Trans,NA,2927,105.0790131,50.0
1,Trans,NA,2926,61.2105307097,50.0
1,Trans,NA,2851,58.0464061848,40.0
1,Trans,NA,2843,67.106089053,40.0
1,Trans,NA,2882,92.4720629587,50.0
1,Trans,NA,2883,68.4821572942,50.0
1,Trans,NA,2709,187.927078965,40.0
1,Trans,NA,2659,66.5297398232,40.0
1,Trans,NA,2658,159.112629787,50.0
1,Trans,NA,2572,124.137855175,50.0
1,Trans,NA,2517,72.6122120663,50.0
1,Trans,NA,2414,279.718352863,50.0
1,Trans,NA,2413,254.131007739,50.0
1,Trans,NA,2376,57.9423999133,50.0
1,Trans,NA,2356,111.969055421,40.0
1,Trans,NA,2121,85.8616616708,50.0
1,Trans,NA,1950,114.337691636,60.0
1,Trans,NA,1949,26.4316993723,40.0
1,Trans,NA,1749,101.411587217,50.0
1,Trans,NA,1657,117.039817062,60.0
1,Trans,NA,1589,85.8981287513,50.0
1,Trans,NA,1588,83.9183762827,50.0
1,Trans,NA,1561,426.645027278,65.0
1,End,NA,1543,265.506689399,50.0
1,Taxi,NA,12705,163.865968312,50.0
1,Trans,NA,12540,220.464283104,50.0
1,Trans,NA,12444,99.4315543276,50.0
1,Trans,NA,12315,322.590585809,50.0
1,Trans,NA,12314,65.743930885,50.0
1,Trans,NA,12310,30.8997170679,50.0
1,Trans,NA,12309,96.707109809,50.0
1,Trans,NA,12303,84.0382574101,50.0
1,Trans,NA,12175,42.8512116634,50.0
1,Trans,NA,12178,74.6643608863,40.0
1,Trans,NA,12141,94.0724210621,50.0
1,Trans,NA,12142,192.8282071,50.0
1,Trans,NA,12094,29.4379262206,50.0
1,Trans,NA,12096,333.64261796,50.0
1,Trans,NA,11336,139.705421948,50.0
1,Trans,NA,11335,297.304289393,70.0
1,Trans,NA,11278,76.0885513603,50.0
1,Trans,NA,11250,63.2807282552,50.0
1,Trans,NA,11251,89.3387166369,40.0
1,Trans,NA,11224,131.442763685,50.0
1,Trans,NA,11078,123.566275554,50.0
1,Trans,NA,11041,61.8673792225,40.0
1,Trans,NA,11042,99.9745015674,40.0
1,Trans,NA,11226,148.757831698,60.0
1,Start,47,11226,148.757831698,60.0
1,Trans,NA,11042,99.9745015674,40.0
1,Trans,NA,11041,61.8673792225,40.0
1,Trans,NA,11078,123.566275554,50.0
1,Trans,NA,11224,131.442763685,50.0
1,Trans,NA,11251,89.3387166369,40.0
1,Trans,NA,11250,63.2807282552,50.0
1,Trans,NA,11278,76.0885513603,50.0
1,Trans,NA,11335,297.304289393,70.0
1,Trans,NA,11336,139.705421948,50.0
