150
100
234, 8466
7988, 1865
6467, 3277
12684, 3688
12041, 12171
3419, 4234
2749, 10969
1491, 11506
4104, 407
3196, 10471
9272, 13726
12053, 13019
10916, 6177
14189, 490
6509, 11801
8837, 3460
8238, 626
5846, 3389
1002, 9518
4017, 4281
8498, 6407
9489, 15250
9627, 3051
1814, 12284
626, 12384
168, 5504
8108, 7250
7739, 13582
11973, 13950
4757, 7247
15847, 11070
5323, 5432
9375, 6589
7394, 891
14799, 9397
6408, 5498
13174, 6688
4343, 686
15236, 976
431, 14913
14338, 13022
11604, 7597
12778, 14641
3555, 15909
9826, 6485
10981, 15242
4384, 1659
1529, 13841
580, 4039
8477, 8646
354, 265
8195, 7476
11394, 9832
15772, 11985
12014, 1311
443, 5751
8767, 7280
3373, 1732
7529, 6555
11574, 10326
5661, 2857
7434, 9101
572, 9644
12743, 14665
3004, 8108
13706, 7643
349, 4803
9260, 8396
7007, 10755
12540, 2592
4560, 7738
5144, 5848
4249, 2964
4600, 15551
10168, 6693
12185, 10578
6547, 1238
9057, 10490
12439, 13938
15164, 11589
2132, 5760
7206, 4593
2647, 9743
10898, 9783
2127, 6403
834, 13851
14522, 356
16157, 12931
11338, 3461
11288, 6892
2100, 5459
13643, 5612
1439, 9114
9729, 4300
1811, 8144
83, 4250
3447, 12030
13674, 15749
1217, 4712
15395, 6652
5982, 14189
175, 9065
9297, 10009
4071, 3957
7633, 11814
1314, 9135
9, 7673
14546, 13391
8940, 79
6615, 4504
11730, 12726
8684, 7742
9267, 9339
16162, 11422
15742, 766
4651, 5081
10029, 9874
3453, 10750
5071, 6643
6391, 1910
3496, 15946
10836, 10413
13246, 7776
13760, 9187
4204, 64
6934, 3024
12044, 5793
408, 7842
1351, 14464
9009, 9025
10065, 15348
267, 3187
13296, 5735
5506, 5671
8206, 10640
1846, 3517
7356, 5893
217, 14955
6594, 5828
7713, 2555
9510, 8691
1489, 4351
138, 3103
3732, 3928
14836, 101
2875, 5215
2652, 3695
14491, 10674
7541, 5766
4675, 149
14550
14549
9944
9875
9248
6110
10298
10210
5482
13032
10144
9755
9586
194
1085
3718
877
7128
4365
2117
15206
1957
10512
10234
13111
11230
8829
12345
10331
9542
8528
1579
5189
9004
186
11741
2799
1468
9890
3028
925
1819
3002
6112
8597
15932
2040
15577
9708
7919
4312
3401
14325
233
2247
15539
3432
7279
3297
6818
1303
5809
9288
14542
4835
9670
10739
4276
11184
12008
6587
8749
14129
13872
13929
338
14628
8591
9189
1252
4239
10134
11127
364
8071
4730
2223
14837
3808
1318
4561
4707
3653
9477
10958
4330
6859
13100
1021
529
