Taxi,-79.9589048009564,40.4598724464832,-79.9587557788332,40.4596167553773,APOLLO ST,101.96161821,23.0217722103317
Trans,-79.9601449588178,40.4595959966657,-79.9589048009564,40.4598724464832,MELWOOD AVE,360.32126345,22.8124471483885
Trans,-79.9613705880035,40.4590828922436,-79.9601449588178,40.4595959966657,MELWOOD AVE,388.91876071,23.0674362970685
Trans,-79.9613705880035,40.4590828922436,-79.961099146697,40.458698088689,FINLAND ST,159.2444811,23.3938679770884
Trans,-79.9628424388223,40.4579446488239,-79.961099146697,40.458698088689,ESTELLA AVE,260.34456248,29.4074316081516
Trans,-79.9628729263472,40.4579866518837,-79.9628424388223,40.4579446488239,JEWEL ST,17.49654813,27.8140510468144
Trans,-79.9638226193167,40.4577116842681,-79.9628729263472,40.4579866518837,CARGILL ST,288.66579596,25.3784091038682
Trans,-79.9642357164292,40.4573741836422,-79.9638226193167,40.4577116842681,HERRON AVE,168.35057266,22.975879859502
Trans,-79.9650540558346,40.4567202652749,-79.9642357164292,40.4573741836422,HERRON AVE,329.57515679,21.9308191548928
Trans,-79.9654767856393,40.4562933343775,-79.9650540558346,40.4567202652749,HERRON AVE,195.14941134,19.9122274133641
Trans,-79.9659832780028,40.4557081979193,-79.9654767856393,40.4562933343775,HERRON AVE,255.89237672,20.5198846537065
Trans,-79.9660049182954,40.4551907041072,-79.9659832780028,40.4557081979193,HERRON AVE,195.35940855,22.6442133834375
Trans,-79.9659464053421,40.4548183896114,-79.9660049182954,40.4551907041072,HERRON AVE,136.61225615,22.3818438653443
Trans,-79.9657454554527,40.4537598589003,-79.9659464053421,40.4548183896114,HERRON AVE,390.49857526,23.9338429323717
Trans,-79.9649248966017,40.4528831784203,-79.9657454554527,40.4537598589003,HERRON AVE,392.9480248,19.7914323106765
Trans,-79.9643768639458,40.4522711428961,-79.9649248966017,40.4528831784203,HERRON AVE,270.2133556,20.5839864400243
Trans,-79.9649474050084,40.4509553293671,-79.9643768639458,40.4522711428961,HERRON AVE,516.08077495,22.5707441435995
Trans,-79.9651832663774,40.4505443358303,-79.9649474050084,40.4509553293671,HERRON AVE,163.48142924,28.0738869549593
Trans,-79.964905348605,40.4488536681289,-79.9651832663774,40.4505443358303,HERRON AVE,644.42786523,19.1463878614277
Trans,-79.9657403634731,40.4461586063937,-79.964905348605,40.4488536681289,CHAMPIONS DR,1099.20002873,24.0221287716932
Trans,-79.9660492665735,40.4433551353642,-79.9657403634731,40.4461586063937,CHAMPIONS DR,243.55014928,18.8355809348643
