Taxi,11685,217.239182128,60.0
Trans,11569,153.293999635,50.0
Trans,11492,69.2825249618,50.0
Trans,11348,85.455157302,50.0
Trans,11347,276.328611289,50.0
Trans,11276,48.7168632492,50.0
Trans,11189,121.405393533,50.0
Trans,11072,136.575973266,50.0
Trans,11010,68.9112395865,60.0
Trans,11004,343.064848757,50.0
Trans,10979,80.6107815117,50.0
Trans,10978,108.569648906,40.0
Trans,10960,337.960867637,50.0
Trans,10800,261.101785106,50.0
Trans,10649,250.820186308,50.0
Trans,10601,111.572822965,40.0
Trans,10602,132.836115964,70.0
Trans,10585,95.7177143035,50.0
Trans,10528,32.0859979871,60.0
Trans,10472,75.8930416803,50.0
Trans,10471,382.070012457,85.0
Trans,10479,93.6060636081,70.0
Trans,10455,61.1765645247,50.0
Trans,10286,210.85675223,50.0
Trans,10285,44.8076315302,50.0
Trans,10170,77.7803946313,40.0
Trans,10169,192.176918147,50.0
Trans,10238,240.761995506,50.0
Trans,10239,122.497501775,50.0
Trans,10279,218.75034294,40.0
Trans,10311,77.1533046901,40.0
Trans,10312,524.881872992,60.0
Trans,10333,53.7518207189,40.0
Trans,10335,139.6696085,60.0
Trans,10336,84.479703906,40.0
Trans,10377,28.9564812979,50.0
Trans,10437,404.26792703,50.0
Trans,10281,162.686396721,50.0
Trans,10321,117.548707371,50.0
Trans,10319,73.1798842536,50.0
Trans,10132,126.70150564,50.0
Trans,10133,56.3456068214,50.0
Trans,10027,126.86543433,50.0
Trans,9943,66.892623999,40.0
Trans,9870,69.7361775427,50.0
Trans,9706,62.9264275188,40.0
Trans,9125,184.913503045,50.0
Trans,9124,410.252118576,60.0
Trans,8956,121.208450647,50.0
Trans,8643,115.291018913,50.0
Trans,8731,61.9590149437,50.0
Trans,8732,148.544406146,50.0
Trans,8604,100.695860074,50.0
Trans,8345,241.985587066,50.0
Trans,8178,52.2644480722,50.0
Trans,8179,84.0223483459,50.0
Trans,7864,111.068359327,60.0
Trans,7573,114.906448564,50.0
Trans,7572,106.193552014,50.0
Trans,7356,48.7918487567,40.0
Trans,7355,89.8670349809,50.0
Trans,7387,97.5839008964,50.0
Trans,7697,137.599190796,50.0
Trans,7532,121.131908051,50.0
Trans,7530,259.302461245,50.0
Trans,7418,28.9296838581,50.0
Trans,7092,71.7286532744,50.0
Trans,6648,68.8888970159,40.0
Trans,6332,83.8977684305,50.0
Trans,6161,95.607529088,50.0
Trans,6210,94.9183535751,60.0
Trans,6211,140.457559303,50.0
Trans,6483,57.9928334872,50.0
Trans,6680,48.7096994253,60.0
Trans,6770,81.5100918357,40.0
Trans,6771,535.226111189,65.0
Trans,6809,72.0937262792,60.0
Trans,6835,266.521460134,60.0
Trans,6834,37.0044985067,40.0
Trans,6643,209.94852646,50.0
Trans,6321,266.586862787,50.0
Trans,6320,110.359303167,50.0
Trans,6014,39.205680635,50.0
Trans,6015,224.971183218,60.0
Trans,6003,113.533289998,40.0
Trans,5701,280.865931494,50.0
Trans,5581,183.050336132,50.0
Trans,5334,167.977452422,50.0
Trans,5244,195.758615163,50.0
Trans,5051,194.81405203,50.0
Trans,5050,268.426723286,50.0
Trans,4880,131.231141352,40.0
Trans,5079,147.501573625,50.0
Trans,5098,229.800299635,50.0
Trans,5099,185.713848474,50.0
Trans,5054,312.04265866,50.0
Trans,4949,231.119833294,50.0
Trans,4677,78.9073315516,50.0
Trans,4550,394.622227448,50.0
Start,4551,201.901300123,50.0
Trans,4265,322.345802638,74.2857142857143
Trans,4063,79.9385782937,50.0
Trans,4062,358.208371042,50.0
Trans,3823,105.068754206,40.0
Trans,3802,210.280566973,50.0
Trans,3577,62.8815355914,50.0
Trans,3499,172.773067308,50.0
Trans,3133,163.734335033,60.0
Trans,3089,207.940464161,50.0
Trans,3088,365.088886406,60.0
Trans,3047,77.1395462876,40.0
Trans,2840,106.361430065,50.0
Trans,2841,100.047087764,56.6666666666667
Trans,2699,138.981934575,50.0
Trans,2727,140.087893795,50.0
Trans,2784,33.1261382166,50.0
Trans,2855,174.633776545,50.0
Trans,2854,294.213675344,40.0
Trans,2859,967.795393958,50.0
Trans,2865,283.810444561,60.0
Trans,2879,72.1237719804,50.0
Trans,2993,71.0627467895,40.0
Trans,3003,131.879898453,60.0
Trans,3004,794.200179977,70.0
Trans,3020,188.300796681,50.0
Trans,3036,51.716469385,50.0
Trans,3049,131.291014009,63.3333333333333
Trans,3048,572.733696362,50.0
Trans,3072,69.5432168397,40.0
Trans,3096,168.059125387,60.0
Trans,3129,157.294532511,50.0
Trans,3184,173.918903645,50.0
Trans,3225,72.11423745,84.0
Trans,3226,57.6210066437,50.0
Trans,3268,45.1422191546,50.0
Trans,3461,75.4480262118,50.0
Trans,3603,136.568076045,50.0
Trans,3639,173.861442649,40.0
Trans,3899,120.139024635,50.0
Trans,3898,64.8678996336,40.0
Trans,3717,78.4536206597,50.0
Trans,3267,236.681133543,60.0
Trans,3197,41.551703645,40.0
Trans,3147,409.883473829,65.0
Trans,3109,87.7896613261,50.0
Trans,3152,129.099563906,50.0
Trans,3122,102.313442536,60.0
Trans,3120,95.9733353895,50.0
Trans,3112,70.4175419497,50.0
Trans,2927,105.0790131,50.0
Trans,2926,61.2105307097,50.0
Trans,2851,58.0464061848,40.0
Trans,2843,67.106089053,40.0
Trans,2882,92.4720629587,50.0
Trans,2883,68.4821572942,50.0
Trans,2709,187.927078965,40.0
Trans,2659,66.5297398232,40.0
Trans,2657,70.4747045315,50.0
Trans,2539,100.009527546,50.0
Trans,3144,54.2673263263,50.0
Trans,3251,157.462889699,50.0
Trans,3363,128.88377458,50.0
Trans,3364,153.967217412,50.0
Trans,3806,54.130313196,50.0
Trans,3807,30.4929464695,84.0
Trans,3854,283.713970687,84.0
Trans,4127,127.621434409,50.0
Trans,4239,75.8299683713,50.0
Trans,4449,92.0428382663,50.0
Trans,4492,232.294537566,50.0
Trans,4545,47.5262343775,50.0
Trans,4535,84.4307299464,50.0
Trans,4500,317.943249712,50.0
Trans,4496,562.137008203,50.0
Trans,4513,241.043119354,50.0
Trans,4470,128.768725563,40.0
Trans,4471,73.5886562867,65.0
Trans,4297,364.819927592,60.0
Trans,4255,126.088472815,40.0
Trans,4186,118.503960753,50.0
Trans,4121,61.2776391176,50.0
Trans,4016,264.397568328,60.0
Trans,3892,244.961120987,60.0
Trans,3913,115.976678552,50.0
Trans,3932,148.538704697,50.0
Trans,3861,100.354688472,50.0
Trans,3862,96.4894871308,50.0
End,3909,142.506719392,50.0
Taxi,1314,233.104240959,56.6666666666667
Trans,1313,84.8304853352,50.0
Trans,1160,181.229756869,60.0
Trans,1148,69.706072178,50.0
Trans,1147,68.2353545769,50.0
Trans,1063,58.1503503,50.0
Trans,1065,197.78820836,50.0
Trans,1001,234.670208555,50.0
Trans,883,625.559201572,50.0
Trans,1067,159.53273049,50.0
Trans,1604,78.8757370873,50.0
Trans,1605,164.366930949,50.0
Trans,1887,124.705716047,50.0
Trans,2038,339.24219485,50.0
Trans,1997,98.5618469922,50.0
Trans,1992,70.2601409798,40.0
Trans,1986,195.805767726,50.0
Trans,1987,580.472260216,50.0
Trans,1999,58.5704971235,50.0
Trans,2041,70.4823723939,50.0
Trans,2083,83.3758655404,60.0
Trans,2085,145.832579236,65.0
Trans,2076,310.207682694,50.0
Trans,2077,88.0073460795,40.0
Trans,2319,235.777825836,60.0
Trans,2415,146.784975009,40.0
Trans,2636,125.427755299,40.0
Trans,2637,287.077068196,60.0
Trans,3069,76.9751364064,50.0
Trans,3136,43.0115503571,50.0
Trans,3362,166.649808436,50.0
Trans,3596,509.610287848,50.0
Trans,3597,179.872572865,82.0
Trans,3832,72.8297462718,50.0
Trans,4094,82.5167100307,50.0
Trans,4280,44.6559598099,50.0
Trans,4281,291.756210419,50.0
Trans,4452,93.6602248544,50.0
Trans,4552,105.820331102,50.0
Trans,4737,37.0332663708,50.0
Trans,4859,197.487551461,50.0
Trans,4974,71.284233097,40.0
Trans,5062,283.214574062,50.0
Trans,5112,241.411715182,50.0
Trans,5156,141.173464655,50.0
Trans,5234,84.5541109136,50.0
Trans,5386,256.442251444,50.0
Trans,6081,77.6612603929,50.0
Trans,6647,136.709631321,50.0
Trans,7264,86.3951924753,50.0
Trans,7631,68.4789149272,50.0
Trans,8143,266.765047187,63.3333333333333
Trans,8390,41.7480235869,50.0
Trans,9098,401.339972583,60.0
Trans,9953,54.7917314253,50.0
Trans,9954,138.703928113,50.0
Trans,10396,141.348329944,50.0
Trans,10755,109.000773668,50.0
Trans,11139,78.8791265777,50.0
Trans,11438,67.8769404054,50.0
Trans,11801,137.077377777,50.0
Trans,12106,142.705932861,50.0
Trans,12270,309.654446017,50.0
Trans,12421,201.084861632,50.0
Trans,12727,93.4142581613,50.0
Trans,12728,626.257593336,50.0
Trans,12949,93.1764614047,60.0
Trans,13191,129.860045497,40.0
Trans,13285,78.6380873848,50.0
Trans,13325,148.035543571,40.0
Trans,13326,68.8523235787,50.0
Trans,13450,268.16600744,50.0
Trans,13932,173.097313669,50.0
Trans,14026,284.872422272,60.0
Trans,14136,54.8830670098,50.0
Trans,14103,136.592349987,50.0
Trans,14112,76.481893484,50.0
Trans,14119,117.020136997,40.0
Trans,14115,68.4347689209,40.0
Trans,14116,119.34099729,50.0
Trans,14117,110.222438148,40.0
Trans,14056,350.956321876,60.0
Trans,14055,118.279172455,50.0
Trans,14053,129.717735029,50.0
Trans,13886,40.7926413118,40.0
Trans,13887,100.671542597,40.0
Trans,13734,504.539564011,65.0
Trans,13713,30.2571135295,50.0
Trans,13724,72.6044453464,50.0
Trans,13777,445.927844863,50.0
Trans,13915,53.4943009271,50.0
Trans,14013,238.401991952,50.0
Trans,14014,157.636525693,40.0
Trans,14127,47.2504286108,50.0
Trans,14126,138.879414558,50.0
Trans,14190,152.87327518,50.0
Trans,14201,165.866861055,60.0
Start,14201,165.866861055,60.0
Trans,14190,152.87327518,50.0
Trans,14126,138.879414558,50.0
Trans,14127,47.2504286108,50.0
Trans,14014,157.636525693,40.0
Trans,14013,238.401991952,50.0
Trans,13915,53.4943009271,50.0
Trans,13777,445.927844863,50.0
Trans,13724,72.6044453464,50.0
Trans,13514,57.6595461997,50.0
Trans,13444,277.455653937,50.0
Trans,13443,145.000445879,50.0
Trans,13315,168.551195456,40.0
Trans,13278,103.4248973,50.0
Trans,13066,36.1797741811,40.0
Trans,12935,154.610422142,50.0
Trans,13003,104.234262505,50.0
Trans,13074,182.255244531,50.0
Trans,13072,36.2442859059,40.0
Trans,12678,131.674454484,50.0
Trans,12093,86.6893104921,50.0
Trans,12096,333.64261796,50.0
Trans,11336,139.705421948,50.0
Trans,11335,297.304289393,70.0
Trans,11278,76.0885513603,50.0
Trans,11250,63.2807282552,50.0
Trans,11251,89.3387166369,40.0
Trans,11224,131.442763685,50.0
Trans,11078,123.566275554,50.0
Trans,11041,61.8673792225,40.0
Trans,10989,185.952351781,50.0
Trans,10988,183.409060382,50.0
Trans,10948,457.431581931,40.0
Trans,10692,257.83637399,60.0
Trans,10333,53.7518207189,40.0
Trans,10335,139.6696085,60.0
Trans,10336,84.479703906,40.0
Trans,10377,28.9564812979,50.0
Trans,10437,404.26792703,50.0
Trans,10282,103.618708842,50.0
End,10202,327.481644053,50.0
Taxi,8623,248.003609541,50.0
Trans,8622,223.798760587,65.0
Trans,8928,326.656767762,60.0
Trans,8929,75.5372388433,50.0
Trans,9164,128.424535764,60.0
Trans,9313,74.876867252,50.0
Trans,9314,197.075822008,50.0
Trans,9694,96.465097499,70.0
Trans,9693,44.2819968475,50.0
Trans,10071,131.234204426,50.0
Trans,10258,309.518434193,50.0
Trans,10375,87.098526262,50.0
Trans,10405,132.035015312,50.0
Trans,10904,105.531676504,50.0
Trans,10903,111.87697732,50.0
Trans,11070,422.374738315,84.0
Trans,11176,254.493698804,70.0
Trans,11383,87.8617083298,60.0
Trans,11514,59.8745970608,50.0
Trans,11717,90.4473735628,50.0
Trans,11803,139.598619909,60.0
Trans,11888,114.789584479,50.0
Trans,11971,178.742647841,40.0
Trans,11995,207.625795808,50.0
Trans,12203,136.662148197,50.0
Trans,12259,178.499045909,50.0
Trans,12326,979.138402475,50.0
Trans,12315,322.590585809,50.0
Trans,12314,65.743930885,50.0
Trans,12310,30.8997170679,50.0
Trans,12309,96.707109809,50.0
Trans,12303,84.0382574101,50.0
Trans,12175,42.8512116634,50.0
Trans,12178,74.6643608863,40.0
Trans,12141,94.0724210621,50.0
Trans,12142,192.8282071,50.0
Trans,12094,29.4379262206,50.0
Trans,12093,86.6893104921,50.0
Trans,12678,131.674454484,50.0
Trans,13072,36.2442859059,40.0
Trans,13074,182.255244531,50.0
Trans,13003,104.234262505,50.0
Trans,12935,154.610422142,50.0
Trans,13066,36.1797741811,40.0
Trans,13278,103.4248973,50.0
Trans,13315,168.551195456,40.0
Trans,13443,145.000445879,50.0
Trans,13444,277.455653937,50.0
Trans,13514,57.6595461997,50.0
Trans,13713,30.2571135295,50.0
Trans,13734,504.539564011,65.0
Trans,13887,100.671542597,40.0
Trans,13886,40.7926413118,40.0
Trans,14053,129.717735029,50.0
Trans,14055,118.279172455,50.0
Trans,14056,350.956321876,60.0
Trans,14117,110.222438148,40.0
Trans,14116,119.34099729,50.0
Trans,14115,68.4347689209,40.0
Trans,14119,117.020136997,40.0
Trans,14112,76.481893484,50.0
Trans,14103,136.592349987,50.0
Trans,14136,54.8830670098,50.0
Trans,14026,284.872422272,60.0
Trans,13932,173.097313669,50.0
Trans,13450,268.16600744,50.0
Trans,13326,68.8523235787,50.0
Trans,13325,148.035543571,40.0
Trans,13285,78.6380873848,50.0
Trans,13191,129.860045497,40.0
Trans,12949,93.1764614047,60.0
Trans,12947,69.7829394693,50.0
Trans,13016,30.6193714098,50.0
Trans,12961,196.919727184,50.0
Trans,12962,70.0915330191,50.0
Trans,13047,52.1075006984,50.0
Start,13047,52.1075006984,50.0
Trans,12962,70.0915330191,50.0
Trans,12961,196.919727184,50.0
Trans,13016,30.6193714098,50.0
Trans,12947,69.7829394693,50.0
Trans,12949,93.1764614047,60.0
Trans,13191,129.860045497,40.0
Trans,13285,78.6380873848,50.0
Trans,13325,148.035543571,40.0
Trans,13326,68.8523235787,50.0
Trans,13450,268.16600744,50.0
Trans,13932,173.097313669,50.0
Trans,14026,284.872422272,60.0
Trans,14136,54.8830670098,50.0
Trans,14103,136.592349987,50.0
Trans,14112,76.481893484,50.0
Trans,14119,117.020136997,40.0
Trans,14115,68.4347689209,40.0
Trans,14116,119.34099729,50.0
Trans,14117,110.222438148,40.0
Trans,14056,350.956321876,60.0
Trans,14055,118.279172455,50.0
Trans,14053,129.717735029,50.0
Trans,13886,40.7926413118,40.0
Trans,13887,100.671542597,40.0
Trans,13734,504.539564011,65.0
Trans,13713,30.2571135295,50.0
Trans,13514,57.6595461997,50.0
