2312
7848
7286
7100
2133
7001
665
6660
2391
390
3266
918
7005
702
7985
5826
8988
1254
8823
6535
8395
1968
946
3396
6479
3896
4371
2429
6354
481
4087
770
8209
382
7831
4231
9641
8440
8059
7384
3282
1572
2511
3234
7050
305
788
5766
433
5385
3805, 1819
9601, 8521
9317, 192
5652, 4066
5232, 6487
9414, 3056
8326, 970
2602, 4279
4984, 5860
4692, 6444
3572, 652
3305, 4128
8756, 5501
1374, 334
8270, 2938
595, 9660
1442, 8287
9790, 8471
4196, 4863
2018, 4594
1137, 2347
7543, 7439
9804, 2585
7308, 6264
623, 3564
4915, 4979
9394, 7729
1215, 2748
6091, 5230
7556, 978
2775, 6662
8473, 9849
879, 2654
6601, 8793
9494, 6866
2326, 1368
8466, 5089
6518, 2558
9594, 2056
4205, 804
2009, 737
9504, 8671
4889, 484
6193, 1233
9873, 5807
7525, 6613
6711, 9101
9606, 2316
8027, 4795
645, 3162
