Taxi,81,60.0
Trans,66,40.0
Trans,56,50.0
Trans,36,40.0
Trans,40,50.0
Trans,50,40.0
Trans,51,50.0
Trans,44,40.0
Trans,43,50.0
Trans,63,50.0
Trans,62,50.0
Trans,49,50.0
Trans,68,50.0
Trans,77,50.0
Trans,86,50.0
Trans,87,50.0
Trans,139,50.0
Trans,172,40.0
Trans,173,50.0
Trans,228,50.0
Trans,227,40.0
Trans,207,50.0
Trans,252,50.0
Trans,251,50.0
Trans,280,50.0
Trans,281,50.0
Trans,300,50.0
Trans,310,50.0
Trans,318,50.0
Trans,322,50.0
Trans,338,50.0
Trans,346,50.0
Trans,360,50.0
Trans,372,50.0
Trans,384,50.0
Trans,395,65.0
Trans,446,50.0
Trans,498,50.0
Trans,497,50.0
Trans,527,40.0
Trans,564,50.0
Trans,604,50.0
Trans,637,50.0
Trans,684,50.0
Trans,682,50.0
Trans,705,65.0
Trans,771,50.0
Trans,770,50.0
Start,770,50.0
Trans,771,50.0
Trans,705,65.0
Trans,682,50.0
Trans,684,50.0
Trans,685,50.0
Trans,723,50.0
Trans,788,40.0
Trans,851,50.0
Trans,859,50.0
Trans,853,50.0
Trans,852,50.0
Trans,854,60.0
Trans,856,40.0
Trans,840,50.0
Trans,839,50.0
Trans,823,50.0
Trans,769,50.0
Trans,768,50.0
Trans,753,50.0
Trans,735,50.0
Trans,883,56.6666666666667
Trans,1066,50.0
Trans,1603,50.0
Trans,1604,50.0
Trans,1886,50.0
Trans,2037,50.0
Trans,2176,50.0
Trans,2276,50.0
Trans,2277,50.0
Trans,2378,50.0
Trans,2432,50.0
Trans,2478,60.0
Trans,2549,50.0
Trans,2548,50.0
Trans,2750,40.0
Trans,2799,40.0
Trans,2800,50.0
Trans,2889,50.0
Trans,2980,40.0
Trans,3095,60.0
Trans,3128,50.0
Trans,3183,50.0
Trans,3224,84.0
Trans,3225,50.0
Trans,3267,50.0
Trans,3460,50.0
Trans,3602,50.0
End,3638,40.0
Taxi,14277,50.0
Trans,14227,60.0
Trans,14155,50.0
Trans,14154,66.6666666666667
Trans,14102,50.0
Trans,14111,50.0
Trans,14118,40.0
Trans,14114,40.0
Trans,14115,50.0
Trans,14116,40.0
Trans,14055,60.0
Trans,14054,50.0
Trans,14052,50.0
Trans,13885,40.0
Trans,13886,40.0
Trans,13733,65.0
Trans,13712,50.0
Trans,13513,50.0
Trans,13443,50.0
Trans,13442,50.0
Trans,13314,40.0
Trans,13277,50.0
Trans,13065,40.0
Trans,12934,50.0
Trans,13002,50.0
Trans,13073,50.0
Trans,13072,40.0
Trans,13041,50.0
Trans,13143,40.0
Trans,13200,50.0
Trans,13199,50.0
Trans,13222,60.0
Trans,13195,50.0
Trans,13216,60.0
Trans,13214,50.0
Trans,13100,50.0
Trans,13061,50.0
Trans,13025,50.0
Trans,13034,40.0
Trans,12854,50.0
Trans,12767,50.0
Trans,12768,50.0
Trans,12756,50.0
Trans,12741,50.0
Trans,12739,50.0
Trans,12816,40.0
Start,12816,40.0
Trans,12739,50.0
Trans,12741,50.0
Trans,12756,50.0
Trans,12768,50.0
Trans,12767,50.0
Trans,12854,50.0
Trans,13034,40.0
Trans,13024,50.0
Trans,13009,50.0
Trans,12914,50.0
Trans,12798,70.0
Trans,12799,60.0
Trans,12634,50.0
Trans,12633,50.0
Trans,12477,85.0
Trans,12422,50.0
Trans,12352,50.0
Trans,12300,40.0
Trans,12302,50.0
Trans,12174,50.0
Trans,12177,40.0
Trans,12140,50.0
Trans,12141,50.0
Trans,12093,50.0
Trans,12095,50.0
Trans,11335,50.0
Trans,11334,70.0
Trans,11277,50.0
Trans,11249,50.0
Trans,11250,40.0
Trans,11223,50.0
Trans,11077,50.0
Trans,11040,40.0
Trans,10988,50.0
Trans,10987,50.0
Trans,10947,40.0
Trans,10691,60.0
Trans,10332,40.0
Trans,10337,50.0
Trans,10177,40.0
Trans,10178,50.0
Trans,9946,50.0
Trans,9753,50.0
Trans,9754,50.0
Trans,9656,40.0
Trans,9581,60.0
Trans,9660,50.0
Trans,9667,60.0
Trans,9699,50.0
Trans,9198,50.0
Trans,9197,50.0
Trans,9004,63.3333333333333
Trans,8690,40.0
Trans,8374,40.0
Trans,7420,50.0
Trans,7419,50.0
Trans,7056,50.0
Trans,6746,50.0
Trans,6067,40.0
Trans,5821,50.0
Trans,5607,50.0
Trans,5497,50.0
Trans,5456,50.0
Trans,5265,50.0
Trans,4982,50.0
Trans,4767,50.0
Trans,4587,50.0
Trans,4454,50.0
Trans,4362,50.0
Trans,3898,50.0
Trans,3638,40.0
Trans,3602,50.0
Trans,3460,50.0
Trans,3267,50.0
Trans,3225,50.0
Trans,3224,84.0
Trans,3183,50.0
Trans,3128,50.0
Trans,3095,60.0
Trans,2980,40.0
Trans,2889,50.0
Trans,2800,50.0
Trans,2799,40.0
Trans,2750,40.0
Trans,2548,50.0
Trans,2549,50.0
Trans,2478,60.0
Trans,2432,50.0
Trans,2378,50.0
Trans,2277,50.0
Trans,2276,50.0
Trans,2176,50.0
Trans,2037,50.0
Trans,1886,50.0
Trans,1604,50.0
Trans,1603,50.0
Trans,1066,50.0
Trans,883,56.6666666666667
Trans,735,50.0
Trans,753,50.0
Trans,768,50.0
Trans,769,50.0
Trans,823,50.0
Trans,839,50.0
Trans,840,50.0
Trans,856,40.0
Trans,854,60.0
Trans,852,50.0
Trans,853,50.0
Trans,859,50.0
Trans,851,50.0
Trans,788,40.0
Trans,723,50.0
Trans,685,50.0
Trans,637,50.0
Trans,604,50.0
Trans,564,50.0
Trans,527,40.0
Trans,497,50.0
Trans,498,50.0
Trans,446,50.0
Trans,395,65.0
Trans,384,50.0
Trans,372,50.0
Trans,360,50.0
Trans,346,50.0
Trans,338,50.0
Trans,322,50.0
Trans,309,50.0
End,308,50.0
Taxi,7927,50.0
Trans,7985,40.0
Trans,8324,50.0
Trans,8451,50.0
Trans,8532,50.0
Trans,8608,65.0
Trans,8757,60.0
Trans,8621,65.0
Trans,8622,50.0
Trans,8481,50.0
Trans,8432,63.3333333333333
Trans,8353,50.0
Trans,8258,50.0
Trans,8191,50.0
Trans,8139,50.0
Trans,8089,50.0
Trans,8088,50.0
Trans,7984,84.0
Trans,7912,60.0
Trans,7868,50.0
Trans,7774,50.0
Trans,7596,40.0
Trans,7618,50.0
Trans,7484,50.0
Trans,7483,50.0
Trans,7143,50.0
Trans,6974,40.0
Trans,6786,40.0
Trans,6637,50.0
Trans,6665,50.0
Trans,6664,50.0
Trans,6569,50.0
Trans,6541,50.0
Trans,6540,90.0
Trans,6371,50.0
Trans,6370,50.0
Trans,6356,50.0
Trans,6341,63.3333333333333
Trans,6344,60.0
Trans,6343,50.0
Trans,6403,50.0
Trans,6389,40.0
Trans,6390,50.0
Trans,6234,50.0
Trans,6286,50.0
Trans,6530,50.0
Trans,6469,50.0
Trans,6466,50.0
Start,6466,50.0
Trans,6469,50.0
Trans,6530,50.0
Trans,6286,50.0
Trans,6234,50.0
Trans,6390,50.0
Trans,6389,40.0
Trans,6403,50.0
Trans,6343,50.0
Trans,6344,60.0
Trans,6341,63.3333333333333
Trans,6356,50.0
Trans,6370,50.0
Trans,6371,50.0
Trans,6540,90.0
Trans,6541,50.0
Trans,6569,50.0
Trans,6664,50.0
Trans,6665,50.0
Trans,6637,50.0
Trans,6666,40.0
Trans,6667,50.0
Trans,6241,70.0
Trans,6240,50.0
Trans,6088,50.0
Trans,5883,50.0
Trans,5841,50.0
Trans,5842,63.3333333333333
Trans,5764,40.0
Trans,5762,50.0
Trans,5761,50.0
Trans,5513,50.0
Trans,5328,40.0
Trans,5178,50.0
Trans,5007,40.0
Trans,4447,40.0
Trans,4448,50.0
Trans,4238,50.0
Trans,4126,50.0
Trans,3853,84.0
Trans,3806,84.0
Trans,3805,50.0
Trans,3363,50.0
Trans,3362,50.0
Trans,3250,50.0
Trans,3143,50.0
Trans,2538,50.0
Trans,2656,50.0
Trans,2657,50.0
Trans,2571,50.0
Trans,2516,50.0
Trans,2413,50.0
Trans,2412,50.0
Trans,2375,50.0
Trans,2355,40.0
Trans,2120,50.0
Trans,1949,60.0
Trans,1948,40.0
Trans,1748,50.0
Trans,1656,60.0
Trans,1588,50.0
Trans,1587,50.0
Trans,1537,50.0
Trans,1522,60.0
Trans,1495,50.0
Trans,1508,50.0
Trans,1471,50.0
Trans,1454,50.0
Trans,1441,50.0
Trans,1440,40.0
Trans,1433,60.0
Trans,1421,50.0
Trans,1313,56.6666666666667
Trans,1312,50.0
Trans,1159,60.0
Trans,1147,50.0
Trans,1146,50.0
Trans,1062,50.0
Trans,1064,50.0
Trans,1039,50.0
Trans,1008,50.0
Trans,1004,60.0
Trans,1005,50.0
Trans,1019,50.0
Trans,1027,63.3333333333333
End,966,50.0
Taxi,12375,50.0
Trans,12407,40.0
Trans,12130,40.0
Trans,12037,50.0
Trans,12038,60.0
Trans,12013,63.3333333333333
Trans,12109,50.0
Trans,12110,40.0
Trans,12214,50.0
Trans,12215,40.0
Trans,12206,50.0
Trans,12207,60.0
Trans,12119,50.0
Trans,12118,50.0
Trans,12024,50.0
Trans,11963,50.0
Trans,11809,50.0
Trans,11442,50.0
Trans,11166,50.0
Trans,11095,50.0
Trans,10771,50.0
Trans,10745,50.0
Trans,10703,50.0
Trans,10704,50.0
Trans,10630,50.0
Trans,10629,50.0
Trans,10487,50.0
Trans,10486,50.0
Trans,10359,50.0
Trans,10317,50.0
Trans,10270,50.0
Trans,10206,50.0
Trans,10205,60.0
Trans,9990,50.0
Trans,9868,50.0
Trans,9793,50.0
Trans,9902,50.0
Start,9902,50.0
Trans,9793,50.0
Trans,9868,50.0
Trans,9990,50.0
Trans,10205,60.0
Trans,10206,50.0
Trans,10270,50.0
Trans,10317,50.0
