Taxi,495
Trans,513
Trans,514
Trans,528
Trans,534
Trans,541
Trans,546
Trans,561
Trans,567
Trans,568
Trans,548
Trans,550
Trans,551
Trans,582
Trans,620
Trans,622
Trans,626
Trans,628
Trans,588
Trans,589
Trans,606
Start,606
Trans,589
Trans,588
Trans,628
Trans,626
Trans,622
Trans,624
Trans,680
Trans,674
Trans,673
Trans,675
Trans,677
Trans,662
Trans,661
Trans,650
Trans,603
Trans,602
Trans,596
Trans,586
Trans,697
Trans,844
Trans,1321
Trans,1322
Trans,1571
Trans,1695
Trans,1809
Trans,1869
Trans,1870
Trans,1927
Trans,1966
Trans,1999
Trans,2060
Trans,2059
Trans,2195
Trans,2222
Trans,2223
Trans,2283
Trans,2354
Trans,2447
Trans,2471
Trans,2514
Trans,2546
Trans,2547
Trans,2577
Trans,2705
Trans,2806
Trans,2835
Trans,3002
Trans,3314
Trans,3385
Trans,3491
Trans,3640
Trans,3804
Trans,4025
Trans,4155
Trans,4173
Trans,4235
Trans,4362
Trans,4538
Trans,4947
Trans,5152
Trans,5347
Trans,5348
Trans,6048
Trans,6268
Trans,6480
Trans,6624
Trans,6625
Trans,6984
Trans,6958
Trans,6953
Trans,6896
Trans,6949
Trans,7028
Trans,7027
Trans,7161
Trans,7299
Trans,7298
Trans,7422
Trans,7417
Trans,7702
Trans,7861
Trans,7886
Trans,7887
Trans,7917
Trans,7941
Trans,8020
Trans,8037
Trans,8036
Trans,8054
Trans,8079
Trans,8080
Trans,8587
Trans,8584
Trans,9094
Trans,9411
Trans,9412
Trans,9394
Trans,9462
Trans,9502
Trans,9501
Trans,9518
Trans,9547
Trans,9565
Trans,9582
Trans,9583
Trans,9621
Trans,9668
Trans,9701
Trans,9725
Trans,9726
Trans,9782
Trans,9839
Trans,9854
Trans,9890
Trans,9891
Trans,9862
Trans,9829
Trans,9808
Trans,9799
End,9790
Taxi,4022
Trans,4045
Trans,4114
Trans,4178
Trans,4276
Trans,4303
Trans,4304
Trans,4426
Trans,4475
Trans,4474
Trans,4700
Trans,4746
Trans,4745
Trans,4797
Trans,4938
Trans,5078
Trans,5086
Trans,5087
Trans,5196
Trans,5195
Trans,5112
Trans,5079
Trans,4890
Trans,4865
Trans,4864
Trans,4576
Trans,4536
Trans,4498
Trans,4479
Trans,4463
Trans,4455
Trans,4452
Trans,4428
Trans,4425
Trans,4409
Trans,4413
Trans,4448
Trans,4449
Trans,4538
Trans,4362
Trans,4235
Trans,4173
Trans,4155
Trans,4024
Trans,3930
Trans,3993
Trans,4049
Trans,4048
Trans,4062
Trans,4086
Trans,4122
Start,4122
Trans,4086
Trans,4062
Trans,4048
Trans,4049
Trans,3993
Trans,3930
Trans,4024
Trans,4025
Trans,3804
Trans,3640
Trans,3491
Trans,3385
Trans,3314
Trans,3001
Trans,2887
Trans,2576
Trans,2523
Trans,2484
Trans,2455
Trans,2489
Trans,2465
Trans,2463
Trans,2458
Trans,2312
Trans,2311
Trans,2256
Trans,2252
Trans,2277
Trans,2278
Trans,2177
Trans,2145
Trans,2143
Trans,2049
Trans,2481
Trans,2561
Trans,2636
Trans,2637
Trans,2942
Trans,2943
Trans,2974
Trans,3146
Trans,3216
Trans,3379
Trans,3442
Trans,3519
Trans,3520
Trans,3583
Trans,3802
Trans,3897
Trans,3896
Trans,3975
Trans,4009
Trans,4124
End,4194
Taxi,647
Trans,675
Trans,677
Trans,662
Trans,661
Trans,650
Trans,603
Trans,602
Trans,596
Trans,586
Trans,697
Trans,844
Trans,1321
Trans,1322
Trans,1571
Trans,1695
Trans,1809
Trans,1869
Trans,1870
Trans,1927
Trans,1966
Trans,1999
Trans,2060
Trans,2059
Trans,2195
Trans,2222
Start,2223
Trans,2283
Trans,2354
Trans,2432
Trans,2413
Trans,2414
Trans,2401
Trans,2386
Trans,2374
Trans,2373
Trans,2364
Trans,2275
Trans,2429
Trans,2478
Trans,2635
Trans,2802
Trans,2803
Trans,2961
Trans,3124
Trans,3249
Trans,3250
Trans,3382
Trans,3458
Trans,3613
Trans,3706
Trans,3796
Trans,3860
Trans,3905
Trans,3939
Trans,4000
Trans,4113
Trans,4547
Trans,4885
Trans,5275
Trans,5491
Trans,5876
Trans,6061
Trans,6548
Trans,7164
Trans,7165
Trans,7469
Trans,7746
Trans,7980
Trans,8139
Trans,8377
Trans,8594
Trans,8732
Trans,8862
Trans,9141
Trans,9142
Trans,9322
Trans,9494
Trans,9575
Trans,9606
Trans,9607
Trans,9802
Trans,9837
Trans,9902
Trans,10068
Trans,10067
Trans,10325
Trans,10370
Trans,10371
Trans,10399
Trans,10484
Trans,10583
Trans,10656
Trans,10716
Trans,10717
Trans,10793
Trans,10804
Trans,10809
Trans,10904
Trans,10928
Trans,10930
Trans,10963
Trans,10994
Trans,11015
Trans,11025
Trans,11024
Trans,11056
Trans,11055
Trans,11060
Trans,11075
Trans,11077
Trans,11078
End,11085
Taxi,9979
Trans,9980
Trans,9930
Trans,9850
Trans,9851
Trans,9833
Trans,9807
Trans,9721
Trans,9704
Trans,9663
Trans,9549
Trans,9483
Trans,9458
Trans,9405
Trans,9367
Trans,9335
Trans,9299
Trans,9300
Trans,9249
Trans,9158
Trans,9116
Start,9085
Trans,9072
Trans,9030
Trans,8984
Trans,8978
Trans,8968
Trans,8969
Trans,8883
Trans,8766
Trans,8765
Trans,8762
Trans,8761
Trans,8756
Trans,8655
Trans,8657
Trans,8627
Trans,8628
Trans,8585
Trans,8584
Trans,9094
Trans,9411
Trans,9413
Trans,9363
Trans,9308
Trans,9407
Trans,9569
Trans,9598
Trans,9696
Trans,9697
Trans,9758
Trans,9937
Trans,9957
Trans,10058
Trans,10057
Trans,10188
Trans,10190
Trans,10191
Trans,10124
Trans,10154
Trans,10155
Trans,10167
Trans,10137
Trans,10081
End,10054
Taxi,2465
Trans,2489
Trans,2455
Trans,2484
Trans,2523
Trans,2576
Trans,2887
Trans,3001
Trans,3002
Trans,2835
Trans,2806
Trans,2705
Trans,2577
Trans,2547
Trans,2546
Trans,2514
Trans,2471
Trans,2447
Trans,2354
Trans,2283
Trans,2322
Trans,2321
Trans,2346
Trans,2332
Trans,2282
Trans,2232
Start,2232
Trans,2282
Trans,2332
Trans,2346
Trans,2321
Trans,2322
Trans,2283
Trans,2354
Trans,2432
Trans,2413
Trans,2414
Trans,2401
Trans,2386
Trans,2374
Trans,2373
Trans,2364
Trans,2275
Trans,2429
Trans,2478
Trans,2635
Trans,2802
Trans,2803
Trans,2961
Trans,3124
Trans,3249
Trans,3250
Trans,3382
Trans,3458
Trans,3613
Trans,3706
Trans,3796
Trans,3860
Trans,3905
Trans,3939
Trans,4000
Trans,4113
Trans,4547
Trans,4885
Trans,4886
Trans,4701
Trans,4596
Trans,4630
Trans,4631
Trans,4795
Trans,4905
Trans,4961
Trans,4962
Trans,4991
Trans,5008
Trans,5007
Trans,4882
Trans,4698
Trans,4697
Trans,4499
Trans,4500
Trans,4491
Trans,4415
Trans,4433
End,4419
Taxi,9185
Trans,9086
Trans,9183
Trans,9182
Trans,9332
Trans,9375
Trans,9320
Trans,9322
Trans,9494
Trans,9575
Trans,9606
Trans,9607
Trans,9802
Trans,9837
Trans,9902
Trans,10068
Trans,10067
Start,10263
Trans,10262
Trans,10220
Trans,10187
Trans,10186
Trans,10106
Trans,10107
Trans,10054
Trans,10014
Trans,9999
Trans,9998
Trans,9913
Trans,9776
Trans,9677
Trans,9678
Trans,9571
Trans,9387
End,9389
Taxi,2538
Trans,2563
Trans,2525
Trans,2524
Trans,2523
Trans,2576
Trans,2887
Trans,3001
Trans,3314
Trans,3385
Trans,3491
Trans,3640
Trans,3804
Trans,4025
Trans,4155
Trans,4173
Trans,4235
Trans,4362
Trans,4538
Trans,4947
Trans,5152
Trans,5347
Trans,5348
Trans,6048
Trans,6268
Trans,6480
Trans,6624
Trans,6625
Trans,6984
Trans,6958
Trans,6953
Trans,6896
Trans,6949
Trans,7028
Trans,7027
Trans,7161
Trans,7299
Trans,7298
Trans,7422
Trans,7417
Trans,7702
Trans,7861
Trans,7886
Trans,7887
Trans,7917
Trans,7941
Trans,8020
Trans,8037
Trans,8036
Trans,8054
Trans,8079
Trans,8080
Trans,8587
Trans,8585
Trans,8628
Trans,8479
Trans,8344
Trans,8212
Trans,8211
Trans,8097
Trans,7977
Start,7977
Trans,8097
Trans,8211
Trans,8212
Trans,8344
Trans,8478
Trans,8443
Trans,8442
Trans,8380
Trans,8195
Trans,8203
Trans,8204
Trans,8206
Trans,8143
End,8131
Taxi,7081
Trans,7012
Trans,6901
Trans,6910
Trans,6917
Trans,6947
Trans,6999
Trans,6967
Trans,6966
Trans,7022
Trans,6869
Trans,6733
Trans,6751
Trans,6847
Trans,7069
Trans,7068
Trans,7200
Trans,7307
Trans,7461
Trans,7739
Trans,7712
Trans,7713
Trans,7657
Trans,7656
Trans,7548
Trans,7549
Trans,7564
Trans,7632
Trans,7633
Trans,7718
Trans,7762
Trans,7837
Trans,7835
Trans,7829
Trans,7830
Trans,7774
Trans,7759
Start,7759
Trans,7774
Trans,7830
Trans,7829
Trans,7835
Trans,7837
Trans,7762
Trans,7718
Trans,7633
Trans,7632
Trans,7564
Trans,7549
Trans,7548
Trans,7656
Trans,7657
Trans,7713
Trans,7712
Trans,7739
Trans,7461
Trans,7307
Trans,7200
Trans,7068
Trans,7069
Trans,6847
Trans,6751
Trans,6733
Trans,6683
Trans,6670
Trans,6669
Trans,6668
Trans,6663
Trans,6657
Trans,7072
Trans,7035
Trans,7004
Trans,6964
Trans,6963
Trans,6906
Trans,6977
Trans,6976
End,7052
Taxi,2743
Trans,2742
Trans,2740
Trans,2741
Trans,2673
Trans,2621
Trans,2568
Trans,2580
Trans,2623
Trans,2622
Trans,2634
Trans,2633
Trans,2642
Trans,2639
Trans,2682
Trans,2683
Trans,2700
Trans,2716
Trans,2747
Trans,2875
Trans,2906
Trans,2626
Trans,2606
Trans,2607
Trans,2643
Trans,2731
Trans,2754
Trans,2942
Trans,2943
Trans,2974
Trans,3146
Trans,3216
Trans,3379
Trans,3378
Trans,3821
Trans,3960
Trans,4070
Trans,4185
Trans,4323
Trans,4322
Trans,4704
Trans,4730
Trans,4844
Trans,5148
Trans,5316
Trans,5527
Trans,5600
Trans,5601
Trans,5695
Trans,5709
Trans,5756
Trans,5817
Trans,5818
Trans,5908
Trans,6255
Trans,6254
Trans,6612
Trans,7030
Trans,6867
Trans,6602
Trans,6785
Trans,6786
Trans,6924
Trans,6925
Trans,6715
Trans,6642
Trans,6557
Trans,6638
Trans,6580
Trans,6517
Trans,6575
Trans,6374
Trans,6376
Start,6376
Trans,6374
Trans,6540
Trans,6752
Trans,6796
Trans,6797
Trans,6895
Trans,7021
Trans,7079
Trans,7080
Trans,7039
Trans,7014
Trans,6995
Trans,6996
Trans,6956
Trans,6997
Trans,7090
Trans,7163
Trans,7196
Trans,7194
Trans,7270
Trans,7198
Trans,7254
Trans,7375
Trans,7374
Trans,7292
Trans,7291
Trans,7338
Trans,7339
Trans,7370
Trans,7398
Trans,7399
Trans,7417
Trans,7422
Trans,7298
Trans,7299
Trans,7161
Trans,7027
Trans,7028
Trans,6949
Trans,6816
Trans,6337
Trans,6305
Trans,6304
Trans,6546
End,6592
Taxi,3077
Trans,3119
Trans,3103
Trans,3141
Trans,3095
Trans,3143
Trans,3185
Trans,3231
Trans,3263
Trans,3396
Trans,3395
Trans,3584
Trans,3708
Trans,3832
Trans,3833
Start,3931
Trans,3971
Trans,3970
Trans,3984
Trans,4071
Trans,4165
Trans,4187
Trans,4281
Trans,4280
Trans,4322
Trans,4704
Trans,4730
Trans,4844
Trans,5148
Trans,5316
Trans,5527
Trans,5600
Trans,5601
Trans,5695
Trans,5709
Trans,5756
Trans,5817
Trans,5818
Trans,5908
Trans,6255
Trans,6254
Trans,6612
Trans,7030
Trans,6867
Trans,6602
Trans,6785
Trans,6786
Trans,6924
Trans,6925
Trans,6715
Trans,6643
Trans,6537
Trans,6505
Trans,6483
Trans,6428
Trans,6427
Trans,6599
Trans,6703
Trans,6704
Trans,6980
Trans,6979
Trans,7231
Trans,7355
Trans,7453
Trans,7475
Trans,7840
Trans,7839
Trans,7935
Trans,7997
Trans,8103
Trans,8188
Trans,8331
Trans,8378
Trans,8434
Trans,8494
Trans,8513
Trans,8679
Trans,8724
Trans,8776
Trans,8766
Trans,8765
Trans,8762
Trans,8761
Trans,8756
Trans,8655
Trans,8657
Trans,8627
Trans,8628
Trans,8585
Trans,8584
Trans,9094
Trans,9411
Trans,9412
Trans,9394
Trans,9462
Trans,9502
Trans,9501
Trans,9518
Trans,9547
Trans,9565
Trans,9582
Trans,9583
Trans,9621
Trans,9718
Trans,9719
Trans,9771
Trans,9779
Trans,9780
Trans,9796
Trans,9784
End,9809
Taxi,5001
Trans,5002
Trans,5225
Trans,5310
Trans,5385
Trans,5384
Trans,5606
Trans,5678
Trans,5713
Trans,5769
Trans,5839
Trans,5840
Trans,5874
Trans,5915
Trans,5963
Trans,6032
Trans,6093
Trans,6122
Trans,6223
Trans,6222
Trans,6426
Trans,6427
Trans,6599
Trans,6703
Trans,6704
Trans,6980
Trans,6979
Trans,7231
Trans,7355
Trans,7453
Trans,7475
