1,Taxi,NA,10339
1,Trans,NA,10323
1,Trans,NA,10335
1,Trans,NA,10338
1,Trans,NA,10364
1,Trans,NA,10365
1,Trans,NA,10366
1,Trans,NA,10345
1,Trans,NA,10312
1,Trans,NA,10297
1,Trans,NA,10269
1,Trans,NA,10260
1,Trans,NA,10201
1,Trans,NA,10174
1,Trans,NA,10103
1,Trans,NA,10070
1,Trans,NA,10078
1,Trans,NA,10077
1,Trans,NA,9992
1,Trans,NA,9947
1,Trans,NA,9758
1,Trans,NA,9697
1,Trans,NA,9696
1,Trans,NA,9598
1,Trans,NA,9569
1,Trans,NA,9407
1,Trans,NA,9308
1,Trans,NA,9363
1,Trans,NA,9413
1,Trans,NA,9411
1,Trans,NA,9094
1,Trans,NA,8584
1,Trans,NA,8587
1,Trans,NA,8080
1,Trans,NA,8079
1,Trans,NA,8054
1,Trans,NA,8036
1,Trans,NA,8037
1,Trans,NA,8020
1,Trans,NA,7941
1,Trans,NA,7917
1,Trans,NA,7887
1,Trans,NA,7886
1,Trans,NA,7861
1,Trans,NA,7702
1,Trans,NA,7417
1,Trans,NA,7422
1,Trans,NA,7298
1,Trans,NA,7299
1,Trans,NA,7161
1,Trans,NA,7027
1,Trans,NA,7028
1,Trans,NA,6949
1,Trans,NA,6896
1,Trans,NA,6953
1,Trans,NA,6958
1,Trans,NA,6984
1,Trans,NA,6625
1,Trans,NA,6624
1,Trans,NA,6480
1,Trans,NA,6268
1,Trans,NA,6048
1,Trans,NA,5348
1,Trans,NA,5347
1,Trans,NA,5152
1,Trans,NA,4947
1,Trans,NA,4538
1,Trans,NA,4362
1,Trans,NA,4235
1,Trans,NA,4173
1,Trans,NA,4155
1,Trans,NA,4025
1,Trans,NA,3804
1,Trans,NA,3640
1,Trans,NA,3491
1,Trans,NA,3385
1,Trans,NA,3314
1,Trans,NA,3001
1,Trans,NA,2887
1,Trans,NA,2576
1,Trans,NA,2523
1,Trans,NA,2524
1,Trans,NA,2525
1,Trans,NA,2563
1,Trans,NA,2677
1,Trans,NA,2689
1,Trans,NA,2726
1,Trans,NA,2727
1,Trans,NA,2755
1,Trans,NA,2761
1,Trans,NA,2763
1,Trans,NA,2764
1,Trans,NA,2768
1,Trans,NA,2776
1,Trans,NA,2774
1,Trans,NA,2856
1,Trans,NA,2861
1,Trans,NA,2820
1,Trans,NA,2842
1,Start,6,2842
1,Trans,NA,2820
1,Trans,NA,2861
1,Trans,NA,2856
1,Trans,NA,2774
1,Trans,NA,2776
1,Trans,NA,2768
1,Trans,NA,2764
1,Trans,NA,2763
1,Trans,NA,2761
1,Trans,NA,2755
1,Trans,NA,2727
1,Trans,NA,2726
1,Trans,NA,2689
1,Trans,NA,2677
1,Trans,NA,2563
1,Trans,NA,2525
1,Trans,NA,2524
1,Trans,NA,2523
1,Trans,NA,2576
1,Trans,NA,2887
1,Trans,NA,3001
1,Trans,NA,3314
1,Trans,NA,3385
1,Trans,NA,3491
1,Trans,NA,3640
1,Trans,NA,3804
1,Trans,NA,4025
1,Trans,NA,4155
